,sub,Hue Angle,Prior
108,s1,216.0001,8.982411696677698e-05
109,s1,218.0001,7.662381766233545e-05
110,s1,220.0001,6.546302014442407e-05
111,s1,222.0001,5.602389151843686e-05
112,s1,224.0001,4.8037250025257714e-05
113,s1,226.0001,4.127549240332641e-05
114,s1,228.0001,3.55464439244322e-05
115,s1,230.0001,3.068803797314309e-05
116,s1,232.0001,2.656373429567297e-05
117,s1,234.0001,2.3058589514180603e-05
118,s1,236.0001,2.0075899398225346e-05
119,s1,238.0001,1.7534339092230042e-05
120,s1,240.0001,1.536553455149247e-05
121,s1,242.0001,1.3512005499032867e-05
122,s1,244.0001,1.1925427042014042e-05
123,s1,246.0001,1.0565163520647131e-05
124,s1,248.0001,9.397034107745386e-06
125,s1,250.0001,8.392275083854325e-06
126,s1,252.0001,7.526668566143857e-06
127,s1,254.0001,6.779811778380896e-06
128,s1,256.0001,6.134504740123969e-06
129,s1,258.0001,5.576237561894619e-06
130,s1,260.0001,5.092761401263383e-06
131,s1,262.0001,4.673729606612767e-06
132,s1,264.0001,4.310397694808234e-06
133,s1,266.0001,3.9953726184330705e-06
134,s1,268.0001,3.722403317241338e-06
135,s1,270.0001,3.4862058533965886e-06
136,s1,272.0001,3.282317533707287e-06
137,s1,274.0001,3.1069753537011712e-06
138,s1,276.0001,2.9570148838230544e-06
139,s1,278.0001,2.829786379905771e-06
140,s1,280.0001,2.7230854580248763e-06
141,s1,282.0001,2.6350961449482144e-06
142,s1,284.0001,2.564344514353634e-06
143,s1,286.0001,2.509661458522242e-06
144,s1,288.0001,2.4701534363096597e-06
145,s1,290.0001,2.445180290398002e-06
146,s1,292.0001,2.4343394484897855e-06
147,s1,294.0001,2.437456021621756e-06
148,s1,296.0001,2.4545784948164626e-06
149,s1,298.0001,2.485979876987929e-06
150,s1,300.0001,2.5321643441745857e-06
151,s1,302.0001,2.5938795784382698e-06
152,s1,304.0001,2.6721351798274254e-06
153,s1,306.0001,2.7682277165584524e-06
154,s1,308.0001,2.883773185330922e-06
155,s1,310.0001,3.020747886373796e-06
156,s1,312.0001,3.1815389841467174e-06
157,s1,314.0001,3.369006333357228e-06
158,s1,316.0001,3.586557511143913e-06
159,s1,318.0001,3.838238421500944e-06
160,s1,320.0001,4.12884234068436e-06
161,s1,322.0001,4.4640408679638744e-06
162,s1,324.0001,4.850540952607615e-06
163,s1,326.0001,5.296273006082005e-06
164,s1,328.0001,5.810616101808015e-06
165,s1,330.0001,6.404667440407019e-06
166,s1,332.0001,7.091564646625315e-06
167,s1,334.0001,7.886871098999478e-06
168,s1,336.0001,8.809036412190535e-06
169,s1,338.0001,9.879946435189734e-06
170,s1,340.0001,1.1125579739022894e-05
171,s1,342.0001,1.2576790588985853e-05
172,s1,344.0001,1.4270241871886232e-05
173,s1,346.0001,1.624951541780418e-05
174,s1,348.0001,1.8566431650778412e-05
175,s1,350.0001,2.1282615543405286e-05
