sub,circmean,circstd,Hue Angle mean,Hue Angle std,se
s1,5.108226628275696,0.037667505681105495,292.6798265965402,2.1581891003123963,0.0037667505681105496
s2,2.8671385407995715,0.288855662407572,164.27493766711282,16.550210344409585,0.0288855662407572
s3,5.507826703916603,0.11090379658831032,315.5752244238726,6.354319476487559,0.011090379658831032
s4,5.956406468422349,0.3189203258893071,341.27695170502426,18.2727886743941,0.03189203258893071
s5,5.126734112343777,0.018896471555799085,293.7402273230469,1.082688067836296,0.0018896471555799085
s6,2.778038235238561,0.17862529096450483,159.16986620514092,10.234475286562445,0.01786252909645048
sAVG,5.194073891900276,0.36346752748394934,297.59851248497563,20.82515531488555,0.03634675274839493
